date,date_id,amount,passenger_count,distance_travelled,no_of_trips,date_id2,transaction_date,year,mon_year,year_mon_num,qtr_num,qtr_year,mon_num,mon_long_name,mon_short_name,wk_num,day_of_year,day_of_mon,day_of_week,day_long_name,day_short_name,temprature,day,rain,snw,ID
2017-02-08,8022017,5294261.5,522772,915808.8,329458,8022017,08-02-17,2017,Feb-2017,201702,1,Q1-2017,2,February,Feb,6,39,8,4,Wednesday,Wed,50,08-02-2017,0,0,223
2017-02-09,9022017,2814273.5,330411,519618.94,201758,9022017,09-02-17,2017,Feb-2017,201702,1,Q1-2017,2,February,Feb,6,40,9,5,Thursday,Thu,32,09-02-2017,0,0,224
2017-02-10,10022017,5884173,564701,1008556.5,349587,10022017,10-02-17,2017,Feb-2017,201702,1,Q1-2017,2,February,Feb,6,41,10,6,Friday,Fri,26.6,10-02-2017,0,0,225
2017-02-11,11022017,5529618,619172,989296.6,368209,11022017,11-02-17,2017,Feb-2017,201702,1,Q1-2017,2,February,Feb,6,42,11,7,Saturday,Sat,39.2,11-02-2017,0,0,226
2017-02-12,12022017,4845186,540988,941011.1,323685,12022017,12-02-17,2017,Feb-2017,201702,1,Q1-2017,2,February,Feb,7,43,12,1,Sunday,Sun,35.6,12-02-2017,0,0,227
2017-02-13,13022017,4844424.5,508873,867890.6,317845,13022017,13-02-17,2017,Feb-2017,201702,1,Q1-2017,2,February,Feb,7,44,13,2,Monday,Mon,35.6,13-02-2017,1,0,228
2017-02-14,14022017,5228708,547058,885826.4,341538,14022017,14-02-17,2017,Feb-2017,201702,1,Q1-2017,2,February,Feb,7,45,14,3,Tuesday,Tue,35.6,14-02-2017,1,0,229
2017-02-15,15022017,5454924.5,549626,957033.7,344952,15022017,15-02-17,2017,Feb-2017,201702,1,Q1-2017,2,February,Feb,7,46,15,4,Wednesday,Wed,41,15-02-2017,0,0,230
2017-02-16,16022017,5712634.5,580943,1012258.5,365811,16022017,16-02-17,2017,Feb-2017,201702,1,Q1-2017,2,February,Feb,7,47,16,5,Thursday,Thu,32,16-02-2017,0,0,231
2017-02-17,17022017,5721092,566992,1010613.3,352627,17022017,17-02-17,2017,Feb-2017,201702,1,Q1-2017,2,February,Feb,7,48,17,6,Friday,Fri,33.8,17-02-2017,0,0,232
2017-02-18,18022017,4817456,546269,903369.5,323847,18022017,18-02-17,2017,Feb-2017,201702,1,Q1-2017,2,February,Feb,7,49,18,7,Saturday,Sat,48.2,18-02-2017,0,0,233
2017-02-19,19022017,4607468,505541,897888.1,296924,19022017,19-02-17,2017,Feb-2017,201702,1,Q1-2017,2,February,Feb,8,50,19,1,Sunday,Sun,59,19-02-2017,0,0,234
2017-02-20,20022017,4100334.5,430946,842988.6,260172,20022017,20-02-17,2017,Feb-2017,201702,1,Q1-2017,2,February,Feb,8,51,20,2,Monday,Mon,46.4,20-02-2017,1,0,235
2017-02-21,21022017,4688153.5,471697,861164.2,293345,21022017,21-02-17,2017,Feb-2017,201702,1,Q1-2017,2,February,Feb,8,52,21,3,Tuesday,Tue,41,21-02-2017,0,0,236
2017-02-22,22022017,5304466.5,500280,893177.2,312791,22022017,22-02-17,2017,Feb-2017,201702,1,Q1-2017,2,February,Feb,8,53,22,4,Wednesday,Wed,50,22-02-2017,1,0,237
2017-02-23,23022017,5420449.5,534620,971263.56,332740,23022017,23-02-17,2017,Feb-2017,201702,1,Q1-2017,2,February,Feb,8,54,23,5,Thursday,Thu,55.4,23-02-2017,1,0,238
2017-02-24,24022017,5588047,564845,1008152.6,348091,24022017,24-02-17,2017,Feb-2017,201702,1,Q1-2017,2,February,Feb,8,55,24,6,Friday,Fri,64.4,24-02-2017,1,0,239
2017-02-25,25022017,5394055.5,618217,1006796.9,365917,25022017,25-02-17,2017,Feb-2017,201702,1,Q1-2017,2,February,Feb,8,56,25,7,Saturday,Sat,53.6,25-02-2017,0,0,240
2017-02-26,26022017,4954224.5,531542,998933.9,318010,26022017,26-02-17,2017,Feb-2017,201702,1,Q1-2017,2,February,Feb,9,57,26,1,Sunday,Sun,39.2,26-02-2017,0,0,241
2017-02-27,27022017,4821665.5,486632,910168.6,303711,27022017,27-02-17,2017,Feb-2017,201702,1,Q1-2017,2,February,Feb,9,58,27,2,Monday,Mon,44.6,27-02-2017,1,0,242
2017-02-28,28022017,5064480.5,513884,906892.8,322147,28022017,28-02-17,2017,Feb-2017,201702,1,Q1-2017,2,February,Feb,9,59,28,3,Tuesday,Tue,53.6,28-02-2017,0,0,243
2017-03-01,1032017,5533551.5,541967,988530.75,339858,1032017,01-03-17,2017,Mar-2017,201703,1,Q1-2017,3,March,Mar,9,60,1,4,Wednesday,Wed,62.6,01-03-2017,0,0,244
2017-03-02,2032017,5923610.5,591467,1037629.1,370525,2032017,02-03-17,2017,Mar-2017,201703,1,Q1-2017,3,March,Mar,9,61,2,5,Thursday,Thu,50,02-03-2017,0,0,245
2017-03-03,3032017,6136364,634805,1080511.8,392574,3032017,03-03-17,2017,Mar-2017,201703,1,Q1-2017,3,March,Mar,9,62,3,6,Friday,Fri,32,03-03-2017,0,0,246
2017-03-04,4032017,5741207,674050,1046096.06,401319,4032017,04-03-17,2017,Mar-2017,201703,1,Q1-2017,3,March,Mar,9,63,4,7,Saturday,Sat,24.8,04-03-2017,0,0,247
2017-03-05,5032017,5062926,542750,1004205.4,324522,5032017,05-03-17,2017,Mar-2017,201703,1,Q1-2017,3,March,Mar,10,64,5,1,Sunday,Sun,26.6,05-03-2017,1,0,248
2017-03-06,6032017,4855516.5,487516,904556.9,307317,6032017,06-03-17,2017,Mar-2017,201703,1,Q1-2017,3,March,Mar,10,65,6,2,Monday,Mon,35.6,06-03-2017,0,0,249
2017-03-07,7032017,5181196,524818,909278.56,330150,7032017,07-03-17,2017,Mar-2017,201703,1,Q1-2017,3,March,Mar,10,66,7,3,Tuesday,Tue,48.2,07-03-2017,1,0,250
2017-03-08,8032017,5487373.5,540325,971218.9,340345,8032017,08-03-17,2017,Mar-2017,201703,1,Q1-2017,3,March,Mar,10,67,8,4,Wednesday,Wed,53.6,08-03-2017,1,0,251
2017-03-09,9032017,5871452.5,575121,1043864.9,360450,9032017,09-03-17,2017,Mar-2017,201703,1,Q1-2017,3,March,Mar,10,68,9,5,Thursday,Thu,53.6,09-03-2017,0,0,252
2017-03-10,10032017,5827342.5,611050,1034668.4,378241,10032017,10-03-17,2017,Mar-2017,201703,1,Q1-2017,3,March,Mar,10,69,10,6,Friday,Fri,35.6,10-03-2017,1,0,253
2017-03-11,11032017,5761187.5,669788,1058407.5,398432,11032017,11-03-17,2017,Mar-2017,201703,1,Q1-2017,3,March,Mar,10,70,11,7,Saturday,Sat,23,11-03-2017,0,0,254
2017-03-12,12032017,5080152,554261,1011049.8,332929,12032017,12-03-17,2017,Mar-2017,201703,1,Q1-2017,3,March,Mar,11,71,12,1,Sunday,Sun,24.8,12-03-2017,0,0,255
2017-03-13,13032017,5352938,530680,951271.06,333977,13032017,13-03-17,2017,Mar-2017,201703,1,Q1-2017,3,March,Mar,11,72,13,2,Monday,Mon,26.6,13-03-2017,0,0,256
2017-03-14,14032017,1320921.9,164319,250343.69,99625,14032017,14-03-17,2017,Mar-2017,201703,1,Q1-2017,3,March,Mar,11,73,14,3,Tuesday,Tue,26.6,14-03-2017,0,0,257
2017-03-15,15032017,5217193.5,467868,862282.5,290055,15032017,15-03-17,2017,Mar-2017,201703,1,Q1-2017,3,March,Mar,11,74,15,4,Wednesday,Wed,23,15-03-2017,1,0,258
2017-03-16,16032017,6099597,503780,978307.9,314328,16032017,16-03-17,2017,Mar-2017,201703,1,Q1-2017,3,March,Mar,11,75,16,5,Thursday,Thu,32,16-03-2017,0,0,259
2017-03-17,17032017,5986609,514878,994711.94,316347,17032017,17-03-17,2017,Mar-2017,201703,1,Q1-2017,3,March,Mar,11,76,17,6,Friday,Fri,37.4,17-03-2017,0,0,260
2017-03-18,18032017,5596253,612475,1019541.5,363001,18032017,18-03-17,2017,Mar-2017,201703,1,Q1-2017,3,March,Mar,11,77,18,7,Saturday,Sat,37.4,18-03-2017,1,0,261
2017-03-19,19032017,4960814,498939,993904.75,298548,19032017,19-03-17,2017,Mar-2017,201703,1,Q1-2017,3,March,Mar,12,78,19,1,Sunday,Sun,41,19-03-2017,0,0,262
2017-03-20,20032017,4889318,449552,905636.75,282659,20032017,20-03-17,2017,Mar-2017,201703,1,Q1-2017,3,March,Mar,12,79,20,2,Monday,Mon,42.8,20-03-2017,0,0,263
2017-03-21,21032017,4992935.5,481267,887537.44,303014,21032017,21-03-17,2017,Mar-2017,201703,1,Q1-2017,3,March,Mar,12,80,21,3,Tuesday,Tue,51.8,21-03-2017,1,0,264
2017-03-22,22032017,5510016.5,546789,956945.1,344931,22032017,22-03-17,2017,Mar-2017,201703,1,Q1-2017,3,March,Mar,12,81,22,4,Wednesday,Wed,37.4,22-03-2017,0,0,265
2017-03-23,23032017,5726666.5,548679,1010615.1,343377,23032017,23-03-17,2017,Mar-2017,201703,1,Q1-2017,3,March,Mar,12,82,23,5,Thursday,Thu,33.8,23-03-2017,0,0,266
2017-03-24,24032017,5665512,542963,1007681.06,338427,24032017,24-03-17,2017,Mar-2017,201703,1,Q1-2017,3,March,Mar,12,83,24,6,Friday,Fri,46.4,24-03-2017,0,0,267
2017-03-25,25032017,5235467.5,579669,982613.1,344206,25032017,25-03-17,2017,Mar-2017,201703,1,Q1-2017,3,March,Mar,12,84,25,7,Saturday,Sat,51.8,25-03-2017,1,0,268
2017-03-26,26032017,4878430.5,501617,974964.8,301353,26032017,26-03-17,2017,Mar-2017,201703,1,Q1-2017,3,March,Mar,13,85,26,1,Sunday,Sun,39.2,26-03-2017,1,0,269
2017-03-27,27032017,4682976.5,450703,893388.06,283853,27032017,27-03-17,2017,Mar-2017,201703,1,Q1-2017,3,March,Mar,13,86,27,2,Monday,Mon,44.6,27-03-2017,0,0,270
2017-03-28,28032017,5382873,525536,918247.6,331066,28032017,28-03-17,2017,Mar-2017,201703,1,Q1-2017,3,March,Mar,13,87,28,3,Tuesday,Tue,44.6,28-03-2017,0,0,271
2017-03-29,29032017,5438458,523819,967460,329248,29032017,29-03-17,2017,Mar-2017,201703,1,Q1-2017,3,March,Mar,13,88,29,4,Wednesday,Wed,51.8,29-03-2017,0,0,272
2017-03-30,30032017,5851280.5,557045,1027844.75,349594,30032017,30-03-17,2017,Mar-2017,201703,1,Q1-2017,3,March,Mar,13,89,30,5,Thursday,Thu,44.6,30-03-2017,0,0,273
2017-03-31,31032017,6084874,606637,1019452.06,375682,31032017,31-03-17,2017,Mar-2017,201703,1,Q1-2017,3,March,Mar,13,90,31,6,Friday,Fri,39.2,31-03-2017,0,0,274
2017-04-01,1042017,5321997.5,591182,1004264,353230,1042017,01-04-17,2017,Apr-2017,201704,2,Q2-2017,4,April,Apr,13,91,1,7,Saturday,Sat,42.8,01-04-2017,1,0,275
2017-04-02,2042017,5062982.5,518924,1016236.8,310383,2042017,02-04-17,2017,Apr-2017,201704,2,Q2-2017,4,April,Apr,14,92,2,1,Sunday,Sun,51.8,02-04-2017,1,0,276
2017-04-03,3042017,4908541,477679,929765.6,301636,3042017,03-04-17,2017,Apr-2017,201704,2,Q2-2017,4,April,Apr,14,93,3,2,Monday,Mon,55.4,03-04-2017,0,0,277
2017-04-04,4042017,5192491,532443,925388.4,333846,4042017,04-04-17,2017,Apr-2017,201704,2,Q2-2017,4,April,Apr,14,94,4,3,Tuesday,Tue,48.2,04-04-2017,0,0,278
2017-04-05,5042017,5666814,554373,1004046.06,347944,5042017,05-04-17,2017,Apr-2017,201704,2,Q2-2017,4,April,Apr,14,95,5,4,Wednesday,Wed,55.4,05-04-2017,0,0,279
2017-04-06,6042017,5938483,573583,1012409.9,360681,6042017,06-04-17,2017,Apr-2017,201704,2,Q2-2017,4,April,Apr,14,96,6,5,Thursday,Thu,46.4,06-04-2017,0,0,280
2017-04-07,7042017,6317904,615085,1130009.8,380391,7042017,07-04-17,2017,Apr-2017,201704,2,Q2-2017,4,April,Apr,14,97,7,6,Friday,Fri,46.4,07-04-2017,1,0,281
2017-04-08,8042017,5542490.5,609619,1035739.4,361795,8042017,08-04-17,2017,Apr-2017,201704,2,Q2-2017,4,April,Apr,14,98,8,7,Saturday,Sat,48.2,08-04-2017,1,0,282
2017-04-09,9042017,5013957.5,526465,1010868.25,314426,9042017,09-04-17,2017,Apr-2017,201704,2,Q2-2017,4,April,Apr,15,99,9,1,Sunday,Sun,55.4,09-04-2017,0,0,283
2017-04-10,10042017,4635310.5,461581,870164.44,284484,10042017,10-04-17,2017,Apr-2017,201704,2,Q2-2017,4,April,Apr,15,100,10,2,Monday,Mon,64.4,10-04-2017,0,0,284
2017-04-11,11042017,4914187,501368,902672.25,309712,11042017,11-04-17,2017,Apr-2017,201704,2,Q2-2017,4,April,Apr,15,101,11,3,Tuesday,Tue,71.6,11-04-2017,1,0,285
2017-04-12,12042017,5225588,522377,940933.1,323056,12042017,12-04-17,2017,Apr-2017,201704,2,Q2-2017,4,April,Apr,15,102,12,4,Wednesday,Wed,66.2,12-04-2017,1,0,286
2017-04-13,13042017,5722287.5,549517,1006491.25,338739,13042017,13-04-17,2017,Apr-2017,201704,2,Q2-2017,4,April,Apr,15,103,13,5,Thursday,Thu,57.2,13-04-2017,0,0,287
2017-04-14,14042017,5228268.5,549788,967143.9,330561,14042017,14-04-17,2017,Apr-2017,201704,2,Q2-2017,4,April,Apr,15,104,14,6,Friday,Fri,57.2,14-04-2017,0,0,288
2017-04-15,15042017,4583454.5,529105,879175.56,310660,15042017,15-04-17,2017,Apr-2017,201704,2,Q2-2017,4,April,Apr,15,105,15,7,Saturday,Sat,57.2,15-04-2017,0,0,289
2017-04-16,16042017,4453641.5,472330,920804.7,279678,16042017,16-04-17,2017,Apr-2017,201704,2,Q2-2017,4,April,Apr,16,106,16,1,Sunday,Sun,73.4,16-04-2017,0,0,290
2017-04-17,17042017,4595847,451524,897694.06,280223,17042017,17-04-17,2017,Apr-2017,201704,2,Q2-2017,4,April,Apr,16,107,17,2,Monday,Mon,66.2,17-04-2017,0,0,291
2017-04-18,18042017,5300914,521676,966322.1,324580,18042017,18-04-17,2017,Apr-2017,201704,2,Q2-2017,4,April,Apr,16,108,18,3,Tuesday,Tue,55.4,18-04-2017,1,0,292
2017-04-19,19042017,5745122,557473,1008995.9,349409,19042017,19-04-17,2017,Apr-2017,201704,2,Q2-2017,4,April,Apr,16,109,19,4,Wednesday,Wed,50,19-04-2017,0,0,293
2017-04-20,20042017,6087660,571353,1055920.1,358652,20042017,20-04-17,2017,Apr-2017,201704,2,Q2-2017,4,April,Apr,16,110,20,5,Thursday,Thu,57.2,20-04-2017,0,0,294
2017-04-21,21042017,6326509,607960,1098977.4,377079,21042017,21-04-17,2017,Apr-2017,201704,2,Q2-2017,4,April,Apr,16,111,21,6,Friday,Fri,51.8,21-04-2017,0,0,295
2017-04-22,22042017,5594755.5,587511,995419.6,350210,22042017,22-04-17,2017,Apr-2017,201704,2,Q2-2017,4,April,Apr,16,112,22,7,Saturday,Sat,53.6,22-04-2017,0,0,296
2017-04-23,23042017,5236490,528792,1050255.2,318691,23042017,23-04-17,2017,Apr-2017,201704,2,Q2-2017,4,April,Apr,17,113,23,1,Sunday,Sun,55.4,23-04-2017,0,0,297
2017-04-24,24042017,5285303,489512,955213.5,308264,24042017,24-04-17,2017,Apr-2017,201704,2,Q2-2017,4,April,Apr,17,114,24,2,Monday,Mon,53.6,24-04-2017,1,0,298
2017-04-25,25042017,5508548,542899,941097.1,342305,25042017,25-04-17,2017,Apr-2017,201704,2,Q2-2017,4,April,Apr,17,115,25,3,Tuesday,Tue,51.8,25-04-2017,0,0,299
2017-04-26,26042017,5791178.5,542430,1007358.1,342415,26042017,26-04-17,2017,Apr-2017,201704,2,Q2-2017,4,April,Apr,17,116,26,4,Wednesday,Wed,57.2,26-04-2017,0,0,300
2017-04-27,27042017,5929462.5,552109,1018132,346884,27042017,27-04-17,2017,Apr-2017,201704,2,Q2-2017,4,April,Apr,17,117,27,5,Thursday,Thu,64.4,27-04-2017,0,0,301
2017-04-28,28042017,6164736,572725,1081521.1,356424,28042017,28-04-17,2017,Apr-2017,201704,2,Q2-2017,4,April,Apr,17,118,28,6,Friday,Fri,71.6,28-04-2017,0,0,302
2017-04-29,29042017,5558007,605790,1037721.4,361004,29042017,29-04-17,2017,Apr-2017,201704,2,Q2-2017,4,April,Apr,17,119,29,7,Saturday,Sat,75.2,29-04-2017,0,0,303
2017-04-30,30042017,5093508,521117,1020925.75,313175,30042017,30-04-17,2017,Apr-2017,201704,2,Q2-2017,4,April,Apr,18,120,30,1,Sunday,Sun,60.8,30-04-2017,0,0,304
2017-05-01,1052017,4968631,480624,929325.5,301049,1052017,01-05-17,2017,May-2017,201705,2,Q2-2017,5,May,May,18,121,1,2,Monday,Mon,62.6,01-05-2017,0,0,305
2017-05-02,2052017,5519429.5,525857,972842.3,330188,2052017,02-05-17,2017,May-2017,201705,2,Q2-2017,5,May,May,18,122,2,3,Tuesday,Tue,69.8,02-05-2017,0,0,306
2017-05-03,3052017,5696053,544928,994545.2,343510,3052017,03-05-17,2017,May-2017,201705,2,Q2-2017,5,May,May,18,123,3,4,Wednesday,Wed,57.2,03-05-2017,0,0,307
2017-05-04,4052017,5886793,562981,1029697.56,353075,4052017,04-05-17,2017,May-2017,201705,2,Q2-2017,5,May,May,18,124,4,5,Thursday,Thu,55.4,04-05-2017,0,0,308
2017-05-05,5052017,5983682,580599,1015479.2,360215,5052017,05-05-17,2017,May-2017,201705,2,Q2-2017,5,May,May,18,125,5,6,Friday,Fri,55.4,05-05-2017,0,0,309
2017-05-06,6052017,5633790.5,614829,1064410.6,367770,6052017,06-05-17,2017,May-2017,201705,2,Q2-2017,5,May,May,18,126,6,7,Saturday,Sat,60.8,06-05-2017,0,0,310
2017-05-07,7052017,5176167.5,522526,1041904.06,315530,7052017,07-05-17,2017,May-2017,201705,2,Q2-2017,5,May,May,19,127,7,1,Sunday,Sun,51.8,07-05-2017,0,0,311
2017-05-08,8052017,5018749.5,484804,929216.1,304736,8052017,08-05-17,2017,May-2017,201705,2,Q2-2017,5,May,May,19,128,8,2,Monday,Mon,51.8,08-05-2017,0,0,312
2017-05-09,9052017,5419293,521669,946901.2,328241,9052017,09-05-17,2017,May-2017,201705,2,Q2-2017,5,May,May,19,129,9,3,Tuesday,Tue,55.4,09-05-2017,0,0,313
2017-05-10,10052017,5665437,535969,983191.1,338040,10052017,10-05-17,2017,May-2017,201705,2,Q2-2017,5,May,May,19,130,10,4,Wednesday,Wed,55.4,10-05-2017,0,0,314
2017-05-11,11052017,5979131,549276,1019900,345607,11052017,11-05-17,2017,May-2017,201705,2,Q2-2017,5,May,May,19,131,11,5,Thursday,Thu,57.2,11-05-2017,0,0,315
2017-05-12,12052017,6008471.5,566743,1040778.94,351525,12052017,12-05-17,2017,May-2017,201705,2,Q2-2017,5,May,May,19,132,12,6,Friday,Fri,57.2,12-05-2017,1,0,316
2017-05-13,13052017,5346391,617763,982370.75,368401,13052017,13-05-17,2017,May-2017,201705,2,Q2-2017,5,May,May,19,133,13,7,Saturday,Sat,48.2,13-05-2017,0,0,317
2017-05-14,14052017,4784440.5,494693,970230.6,294786,14052017,14-05-17,2017,May-2017,201705,2,Q2-2017,5,May,May,20,134,14,1,Sunday,Sun,57.2,14-05-2017,0,0,318
2017-05-15,15052017,5337735.5,497334,976859.3,310193,15052017,15-05-17,2017,May-2017,201705,2,Q2-2017,5,May,May,20,135,15,2,Monday,Mon,60.8,15-05-2017,1,0,319
2017-05-16,16052017,5661456.5,535175,986457.06,334798,16052017,16-05-17,2017,May-2017,201705,2,Q2-2017,5,May,May,20,136,16,3,Tuesday,Tue,68,16-05-2017,1,0,320
2017-05-17,17052017,5951520.5,558563,1019501.75,349423,17052017,17-05-17,2017,May-2017,201705,2,Q2-2017,5,May,May,20,137,17,4,Wednesday,Wed,78.8,17-05-2017,0,0,321
2017-05-18,18052017,6329407.5,555463,1052779.1,346374,18052017,18-05-17,2017,May-2017,201705,2,Q2-2017,5,May,May,20,138,18,5,Thursday,Thu,84.2,18-05-2017,1,0,322
2017-05-19,19052017,6359960,586488,1097957.4,361535,19052017,19-05-17,2017,May-2017,201705,2,Q2-2017,5,May,May,20,139,19,6,Friday,Fri,78.8,19-05-2017,1,0,323
2017-05-20,20052017,5845630,611553,1080036.8,364986,20052017,20-05-17,2017,May-2017,201705,2,Q2-2017,5,May,May,20,140,20,7,Saturday,Sat,60.8,20-05-2017,0,0,324
2017-05-21,21052017,5371397,529770,1067258,316861,21052017,21-05-17,2017,May-2017,201705,2,Q2-2017,5,May,May,21,141,21,1,Sunday,Sun,60.8,21-05-2017,1,0,325
2017-05-22,22052017,5188081.5,491310,919787.7,305062,22052017,22-05-17,2017,May-2017,201705,2,Q2-2017,5,May,May,21,142,22,2,Monday,Mon,57.2,22-05-2017,0,0,326
2017-05-23,23052017,5454602.5,511952,966590.1,321319,23052017,23-05-17,2017,May-2017,201705,2,Q2-2017,5,May,May,21,143,23,3,Tuesday,Tue,62.6,23-05-2017,1,0,327
2017-05-24,24052017,5691896.5,536361,985799.3,334145,24052017,24-05-17,2017,May-2017,201705,2,Q2-2017,5,May,May,21,144,24,4,Wednesday,Wed,62.6,24-05-2017,0,0,328
2017-05-25,25052017,5757055.5,542931,966543.06,339880,25052017,25-05-17,2017,May-2017,201705,2,Q2-2017,5,May,May,21,145,25,5,Thursday,Thu,57.2,25-05-2017,0,0,329
2017-05-26,26052017,5193145.5,493183,964717.6,303526,26052017,26-05-17,2017,May-2017,201705,2,Q2-2017,5,May,May,21,146,26,6,Friday,Fri,64.4,26-05-2017,0,0,330
2017-05-27,27052017,4051798.5,448400,821225.9,265381,27052017,27-05-17,2017,May-2017,201705,2,Q2-2017,5,May,May,21,147,27,7,Saturday,Sat,64.4,27-05-2017,0,0,331
2017-05-28,28052017,3706400,408645,772118.25,239685,28052017,28-05-17,2017,May-2017,201705,2,Q2-2017,5,May,May,22,148,28,1,Sunday,Sun,64.4,28-05-2017,0,0,332
2017-05-29,29052017,3552535,356339,778283.2,211746,29052017,29-05-17,2017,May-2017,201705,2,Q2-2017,5,May,May,22,149,29,2,Monday,Mon,59,29-05-2017,0,0,333
2017-05-30,30052017,4887529,471566,882230.8,294637,30052017,30-05-17,2017,May-2017,201705,2,Q2-2017,5,May,May,22,150,30,3,Tuesday,Tue,57.2,30-05-2017,0,0,334
2017-05-31,31052017,6209205.5,521138,953931.1,325643,31052017,31-05-17,2017,May-2017,201705,2,Q2-2017,5,May,May,22,151,31,4,Wednesday,Wed,66.2,31-05-2017,1,0,335
